state,county,year,MedianAge,PerCapitaIncome,Population,PovertyCount
New York,Genesee County,2020,43,30846,57554,6109
New York,Herkimer County,2020,44.3,29540,61738,8261
New York,Lewis County,2020,42.2,27770,26456,3472
New York,Monroe County,2020,39,35339,743084,101065
New York,New York County,2020,37.7,78771,1629153,246300
New York,Onondaga County,2020,39.2,34600,461591,61398
New York,Orleans County,2020,43.4,26894,40624,5223
New York,Putnam County,2020,44.2,47533,98714,5440
New York,Richmond County,2020,40.2,38096,475596,50804
North Carolina,Anson County,2020,41.5,22483,24430,4264
North Carolina,Beaufort County,2020,46.5,28077,47160,8263
North Carolina,Brunswick County,2020,54.7,34528,137303,15137
North Carolina,Cabarrus County,2020,38,33548,211605,20196
North Carolina,Carteret County,2020,49.2,34038,69301,6260
North Carolina,Chatham County,2020,47.3,45036,72853,7736
North Carolina,Cleveland County,2020,41.9,23061,97765,18306
North Carolina,Cumberland County,2020,31.4,25648,334562,59484
North Carolina,Davidson County,2020,42.5,26616,166837,24925
California,Monterey County,2020,34.7,32122,432977,50052
California,Napa County,2020,41.8,46912,138572,10163
California,Nevada County,2020,50.5,41079,99417,9345
California,Orange County,2020,38.3,43049,3170345,317682
California,Placer County,2020,42.2,46023,391799,27745
California,Plumas County,2020,51.9,34334,18844,2310
California,Riverside County,2020,35.8,29913,2437864,300424
California,Sacramento County,2020,36.4,34078,1537948,210174
California,San Benito County,2020,35.7,33841,61547,5709
California,San Bernardino County,2020,33.6,26402,2162532,315656
California,San Diego County,2020,36.1,39737,3323970,353841
California,San Francisco County,2020,38.3,72041,874784,87125
California,San Joaquin County,2020,34.4,28928,751615,100689
California,San Luis Obispo County,2020,39.5,38686,282517,29547
California,San Mateo County,2020,39.8,64450,765623,46923
California,Santa Clara County,2020,37.2,59297,1924379,135771
California,Santa Cruz County,2020,38.2,44278,273170,31120
California,Sierra County,2020,54,32533,2898,271
California,Solano County,2020,38.3,36685,444538,39388
California,Sonoma County,2020,42.4,44071,496801,43086
California,Sutter County,2020,35.8,29495,96315,12460
California,Tehama County,2020,40.6,29012,64176,11922
California,Tulare County,2020,31.2,22092,463955,99610
California,Tuolumne County,2020,48.7,35694,54147,5564
California,Yolo County,2020,31.1,36036,218774,39197
California,Yuba County,2020,33,25774,77524,11420
Arkansas,Ashley County,2020,42.3,23138,20000,3214
Arkansas,Baxter County,2020,52.3,27695,41673,5225
Arkansas,Boone County,2020,42.9,24749,37525,5037
Arkansas,Calhoun County,2020,45.3,24823,5160,644
Arkansas,Carroll County,2020,44.8,26445,28062,4216
Arkansas,Clark County,2020,32.6,21708,22341,4177
Arkansas,Clay County,2020,42.7,22935,14710,2970
Arkansas,Cleveland County,2020,42.5,23998,8063,1173
Arkansas,Columbia County,2020,35.5,23217,23620,5304
Arkansas,Craighead County,2020,34.4,28407,109081,18535
Arkansas,Crittenden County,2020,35.3,24161,48381,9997
Arkansas,Cross County,2020,40.7,25205,16576,2802
Arkansas,Desha County,2020,40.8,19090,11538,2923
Arkansas,Drew County,2020,37.3,26440,18263,3505
Arkansas,Franklin County,2020,41.8,20639,17785,3886
Arkansas,Fulton County,2020,48.7,20564,12301,2519
Arkansas,Grant County,2020,40.1,30639,18229,2275
Arkansas,Hempstead County,2020,40.8,22178,21695,4722
Arkansas,Hot Spring County,2020,40.9,23498,33667,4819
Arkansas,Independence County,2020,39.4,25046,37585,5544
Arkansas,Izard County,2020,48,21189,13596,1910
California,Mono County,2020,39.5,37103,14395,1720
Arkansas,Jefferson County,2020,39.5,21941,68123,12837
Arkansas,Johnson County,2020,38.4,22077,26475,4722
Arkansas,Lawrence County,2020,40.4,22113,16511,2231
Arkansas,Lincoln County,2020,38.7,14182,13278,1622
Arkansas,Little River County,2020,42.8,27057,12345,1716
Arkansas,Lonoke County,2020,36.7,28446,73163,8661
Arkansas,Madison County,2020,41,22733,16393,2819
Arkansas,Miller County,2020,39.7,23828,43515,7470
Arkansas,Monroe County,2020,46,24610,6879,1556
Arkansas,Montgomery County,2020,50.6,22892,8964,1634
Missouri,Bates County,2020,41.3,27020,16282,2335
Missouri,Benton County,2020,54.1,27310,19305,3477
Missouri,Bollinger County,2020,44.9,21813,12181,1896
Missouri,Boone County,2020,31.6,32050,179704,28752
Missouri,Buchanan County,2020,38.3,26854,87904,13155
Missouri,Butler County,2020,41.2,22611,42570,9119
Missouri,Caldwell County,2020,42.9,24934,9052,1356
Missouri,Callaway County,2020,38.7,26460,44944,3946
Missouri,Camden County,2020,52.1,30402,45823,6547
Missouri,Cape Girardeau County,2020,36.7,27483,78834,11946
Missouri,Carroll County,2020,44.2,26629,8723,1095
Missouri,Carter County,2020,41.5,23382,6085,1102
Missouri,Cedar County,2020,44.3,24397,14144,2542
Missouri,Chariton County,2020,46.2,25177,7449,954
Missouri,Clark County,2020,44.4,27606,6783,835
Missouri,Clay County,2020,37.2,34723,246480,19883
Missouri,Cole County,2020,39,31790,76630,6851
Missouri,Cooper County,2020,38.8,24237,17522,2013
Missouri,Dade County,2020,46.4,25237,7571,1420
Missouri,Dallas County,2020,43.3,21883,16841,3223
Missouri,DeKalb County,2020,41,20810,11872,827
Missouri,Dent County,2020,45.6,23254,15518,2765
Missouri,Dunklin County,2020,39.4,22879,29657,6847
Missouri,Franklin County,2020,40.6,31133,103629,9787
Missouri,Gentry County,2020,40.3,25814,6576,933
Missouri,Greene County,2020,36.3,28308,291574,42754
Missouri,Harrison County,2020,42.8,21506,8427,1572
Missouri,Henry County,2020,44.3,27483,21854,3782
Missouri,Holt County,2020,48.7,28497,4374,419
Missouri,Howard County,2020,38.8,25159,10022,1095
Missouri,Iron County,2020,45.9,21769,10150,2164
Missouri,Jackson County,2020,36.8,32462,700733,93885
Missouri,Jefferson County,2020,39.6,30800,224777,20106
Missouri,Knox County,2020,44.2,20941,3948,609
Missouri,Laclede County,2020,39.2,23296,35680,5171
Missouri,Lawrence County,2020,38.7,22850,38241,6397
Missouri,Lewis County,2020,40.9,23054,9898,1726
Missouri,Linn County,2020,42,26981,12004,1892
Missouri,Livingston County,2020,40,24928,14969,1663
Missouri,Macon County,2020,43.1,22876,15154,1856
Missouri,Madison County,2020,41.9,26063,12176,1658
Missouri,Marion County,2020,38.9,25708,28572,4637
Missouri,Mercer County,2020,42.7,23272,3623,431
Missouri,Mississippi County,2020,41,18655,13328,2747
Missouri,Moniteau County,2020,37.7,23371,15907,1554
Missouri,Montgomery County,2020,43.9,25976,11414,1641
Missouri,Morgan County,2020,46,25137,20438,3854
Missouri,Newton County,2020,39.7,30425,58288,7832
Missouri,Nodaway County,2020,30,23869,22199,3970
Missouri,Osage County,2020,41.3,34195,13613,1102
Missouri,Ozark County,2020,51.8,20479,9138,2162
Missouri,Perry County,2020,41.2,27294,19227,1706
Missouri,Pettis County,2020,37.8,25758,42421,6371
Missouri,Phelps County,2020,35.8,25217,44587,8111
Missouri,Pike County,2020,38.6,22720,18158,2612
Missouri,Platte County,2020,38.3,41193,102848,5198
Missouri,Polk County,2020,38.1,23591,32031,4784
Missouri,Pulaski County,2020,27.8,25098,52359,6184
Missouri,Putnam County,2020,46.4,28240,4746,651
Virginia,Rockbridge County,2020,49,33177,22728,2807
Virginia,Russell County,2020,46.3,22030,26937,4865
Virginia,Scott County,2020,47.6,23702,21761,3089
Virginia,Smyth County,2020,45.4,23016,30539,5575
Virginia,Southampton County,2020,46.7,27232,17829,1263
Virginia,Stafford County,2020,35.7,43401,150185,7993
Virginia,Surry County,2020,50,31136,6459,1052
Virginia,Tazewell County,2020,45.3,25648,41201,6721
Virginia,Warren County,2020,41.5,32660,39888,4224
Virginia,Westmoreland County,2020,48.1,33754,17873,2786
Virginia,Wise County,2020,41.6,21508,38032,7359
Virginia,York County,2020,39.6,41994,68389,3211
Virginia,Alexandria city,2020,36.8,64835,158309,14767
Virginia,Buena Vista city,2020,35.6,30647,6477,1001
Virginia,Charlottesville city,2020,32.3,39712,47217,10290
Virginia,Colonial Heights city,2020,40.3,32629,17283,1681
Virginia,Covington city,2020,42.1,25287,5653,643
Virginia,Danville city,2020,40.9,22876,40668,8978
Virginia,Fairfax city,2020,38,53488,23312,2190
Virginia,Falls Church city,2020,39.2,73288,14309,285
Virginia,Fredericksburg city,2020,30.7,36785,29059,3699
Virginia,Galax city,2020,42.3,24521,6402,1469
Virginia,Harrisonburg city,2020,25.8,23580,53558,11847
Virginia,Hopewell city,2020,36.1,23173,22500,5504
Virginia,Lynchburg city,2020,28.5,23683,80970,12069
Virginia,Manassas city,2020,34.7,34198,41038,2867
Virginia,Martinsville city,2020,41.7,22855,12646,3219
Virginia,Newport News city,2020,33.8,33670,179582,25290
Virginia,Norton city,2020,43.7,24808,3969,1237
Virginia,Petersburg city,2020,37.2,24789,30791,6856
Virginia,Portsmouth city,2020,35.5,27276,94961,14309
Virginia,Radford city,2020,23.7,22637,17833,5883
Virginia,Roanoke city,2020,38.2,29585,99122,19586
Virginia,Salem city,2020,41.2,34039,25290,1987
Virginia,Staunton city,2020,41.5,30746,24660,2841
Virginia,Suffolk city,2020,38.1,38613,91383,8330
Virginia,Virginia Beach city,2020,36.4,39788,450882,31717
Virginia,Waynesboro city,2020,40.8,28287,22300,3273
Virginia,Williamsburg city,2020,25.7,32878,15034,1604
Virginia,Winchester city,2020,37.3,31719,27912,4100
Washington,Adams County,2020,28,20592,19702,4572
Washington,Asotin County,2020,44.9,30397,22636,2935
Washington,Benton County,2020,36,34287,200715,20319
Washington,Chelan County,2020,40.5,32249,76653,8149
Washington,Clallam County,2020,50.9,31601,76482,10115
Washington,Clark County,2020,38.6,37009,481950,43190
Washington,Columbia County,2020,49,38606,4024,270
Washington,Cowlitz County,2020,41,30170,108399,14155
Washington,Douglas County,2020,37.8,32709,42520,4630
Washington,Ferry County,2020,52.1,26983,7643,1291
Washington,Franklin County,2020,30.4,25875,93681,12880
Washington,Garfield County,2020,49.7,28933,2258,186
Washington,Grant County,2020,33.2,25333,96648,13906
Washington,Grays Harbor County,2020,44.3,27277,73769,10206
Washington,Island County,2020,44.1,38769,84187,6172
Washington,King County,2020,37,55374,2225064,184895
Washington,Kitsap County,2020,39.2,39993,268945,21312
Washington,Kittitas County,2020,33.7,32120,47097,7420
Washington,Lewis County,2020,42.9,27941,79430,10324
North Carolina,Durham County,2020,35.5,36759,317665,40972
North Carolina,Franklin County,2020,41.3,27588,68027,7592
North Carolina,Graham County,2020,46.4,23034,8501,1169
North Carolina,Guilford County,2020,37.4,31798,532956,78408
North Carolina,Haywood County,2020,47.7,30336,61862,7459
North Carolina,Hyde County,2020,40.9,17942,5089,987
North Carolina,Johnston County,2020,38.4,29327,203308,24572
North Carolina,Lenoir County,2020,42.3,24894,56350,12113
North Carolina,Macon County,2020,50.4,29549,35172,5585
North Carolina,Mecklenburg County,2020,35.2,40627,1095170,117474
North Carolina,Stanly County,2020,42,26956,62050,7348
North Carolina,Swain County,2020,42.3,24234,14241,2381
North Carolina,Union County,2020,38.6,37667,235767,17290
North Carolina,Warren County,2020,48.1,25340,19746,3943
North Carolina,Wayne County,2020,37.6,26362,123785,22581
North Carolina,Yadkin County,2020,44.4,26907,37589,5248
New Jersey,Bergen County,2020,41.9,52800,931275,59266
New Jersey,Cape May County,2020,50.3,42987,92701,9013
New Jersey,Gloucester County,2020,40.4,40557,291745,20017
New Jersey,Mercer County,2020,38.8,44532,368085,39057
New Jersey,Morris County,2020,42.8,58981,492715,23240
New Jersey,Salem County,2020,42.5,33575,62754,8440
New Jersey,Union County,2020,38.9,42606,555208,48276
Indiana,Allen County,2020,36,29951,375520,46604
Indiana,Blackford County,2020,44.5,25287,11926,1965
Indiana,Carroll County,2020,43.2,29527,20137,1564
Indiana,Clay County,2020,42.1,27298,26231,2952
Indiana,Daviess County,2020,34.4,23600,33277,3872
Indiana,DeKalb County,2020,38.5,28782,43193,4692
Indiana,Elkhart County,2020,35.6,26806,205184,23506
Indiana,Kosciusko County,2020,38.9,30951,79156,7212
Indiana,LaPorte County,2020,40.3,27706,110026,15774
Indiana,Marion County,2020,34.4,30013,957337,154027
Indiana,Miami County,2020,39.8,24439,35684,5205
Indiana,Morgan County,2020,41.4,31856,70141,6065
Indiana,Ohio County,2020,47.8,31873,5890,543
Indiana,Parke County,2020,43.2,25056,16912,2175
Indiana,Porter County,2020,39.4,35672,169482,15533
Indiana,Putnam County,2020,38,25686,37419,3035
Indiana,Rush County,2020,42.5,27133,16632,2084
Indiana,Scott County,2020,41.8,23820,23785,3598
Indiana,Starke County,2020,41.6,24105,22996,3991
Indiana,Switzerland County,2020,40.7,26288,10727,2420
Indiana,Union County,2020,44,28820,7140,410
Indiana,Vigo County,2020,36.4,26380,107305,18676
Indiana,Warrick County,2020,41.5,40276,62608,3680
Indiana,Wells County,2020,40.7,28828,28010,2244
Massachusetts,Barnstable County,2020,53.7,47315,213505,14176
Massachusetts,Dukes County,2020,49,43994,17430,1291
Massachusetts,Hampden County,2020,39.4,31483,466647,71113
Massachusetts,Nantucket County,2020,41.7,57246,11212,700
Ohio,Darke County,2020,41.8,28639,51387,5539
Ohio,Erie County,2020,44.9,34352,74419,8748
Ohio,Franklin County,2020,34.2,34790,1304715,192431
Ohio,Geauga County,2020,44.8,41874,93657,5472
Ohio,Hamilton County,2020,36.8,37028,815790,118448
Ohio,Harrison County,2020,46.1,25751,15132,2417
Ohio,Highland County,2020,40.9,24058,43080,8042
Ohio,Huron County,2020,40.1,26766,58271,6898
Arkansas,Nevada County,2020,44.6,19443,8249,1716
Arkansas,Newton County,2020,49.1,20768,7753,806
Arkansas,Ouachita County,2020,44.4,21338,23597,5026
Arkansas,Perry County,2020,44,23030,10342,1658
Arkansas,Phillips County,2020,39.5,20379,18151,5646
Arkansas,Pike County,2020,43.7,24642,10714,1760
Arkansas,Poinsett County,2020,39.9,21154,23747,4729
Arkansas,Polk County,2020,44.4,24691,19999,4373
Arkansas,Pope County,2020,35.6,25546,63926,9601
Arkansas,Prairie County,2020,46,26955,8138,822
Arkansas,Pulaski County,2020,37.4,33773,393078,60882
Arkansas,Randolph County,2020,40,23534,17934,3309
Arkansas,St. Francis County,2020,38.7,19743,25477,6289
Arkansas,Saline County,2020,39.6,31973,120990,10045
Arkansas,Scott County,2020,41.2,21026,10269,1772
Arkansas,Searcy County,2020,48.4,19761,7898,2015
Arkansas,Sebastian County,2020,37.9,28623,127670,21064
Arkansas,Sevier County,2020,35.2,23423,16947,3318
Arkansas,Sharp County,2020,47.9,21644,17217,3058
Arkansas,Stone County,2020,50,20462,12582,2545
Arkansas,Union County,2020,41.3,27129,39089,7617
Arkansas,Washington County,2020,32.2,29419,236198,36457
Arkansas,White County,2020,37.1,23801,78725,10766
Arkansas,Yell County,2020,40,23008,21425,3120
Connecticut,Hartford County,2020,40.4,41470,892153,94465
Connecticut,Litchfield County,2020,47.5,45702,181143,13037
Connecticut,New Haven County,2020,40.5,39134,855733,92566
Connecticut,New London County,2020,41.4,40995,266868,21610
Connecticut,Windham County,2020,41.2,33337,116657,12880
District of Columbia,District of Columbia,2020,34.1,58659,701974,103391
Alaska,Aleutians West Census Area,2020,39.7,44164,5708,412
Alaska,Anchorage Municipality,2020,33.9,41127,292090,25231
Alaska,Bristol Bay Borough,2020,44.8,46950,739,36
Alaska,Chugach Census Area,2020,39.2,42592,6495,330
Alaska,Denali Borough,2020,43.8,35873,2502,345
Alaska,Dillingham Census Area,2020,30.2,26381,4934,862
Alaska,Haines Borough,2020,40.9,30069,2547,317
Alaska,Hoonah-Angoon Census Area,2020,52.1,37200,2135,201
Alaska,Kenai Peninsula Borough,2020,40.9,35312,58809,7300
Alaska,Ketchikan Gateway Borough,2020,40,38343,13833,1197
Alaska,Kusilvak Census Area,2020,24.1,14109,8298,3113
Alaska,Matanuska-Susitna Borough,2020,35.5,31963,107360,10826
Alaska,Nome Census Area,2020,28.4,24613,10009,2151
Alaska,Northwest Arctic Borough,2020,28.5,25601,7709,1773
Alaska,Petersburg Borough,2020,48.8,34296,3278,160
Alaska,Sitka City and Borough,2020,39.1,41082,8569,551
Alaska,Skagway Municipality,2020,40.9,41842,1300,75
Alaska,Wrangell City and Borough,2020,47.8,32159,2510,200
Alaska,Yakutat City and Borough,2020,36.3,32861,597,40
Alaska,Yukon-Koyukuk Census Area,2020,35.3,24587,5305,1242
Colorado,Alamosa County,2020,32.3,23020,16153,2806
Colorado,Archuleta County,2020,50.3,32995,13588,1119
Colorado,Baca County,2020,45.9,24583,3570,625
Colorado,Boulder County,2020,36.9,48776,324682,34918
Colorado,Broomfield County,2020,38.4,51461,69444,3435
Colorado,Cheyenne County,2020,41.1,31409,1999,256
Colorado,Conejos County,2020,38.5,20139,8130,1681
Colorado,Costilla County,2020,49.6,21893,3810,1012
Missouri,Ralls County,2020,45.2,26913,10258,1422
Missouri,Randolph County,2020,39.2,22587,24769,3491
Missouri,Ray County,2020,42.4,32165,22900,2670
Missouri,Reynolds County,2020,46.3,23197,6274,1100
Missouri,Ripley County,2020,42.1,19106,13484,3033
Missouri,St. Charles County,2020,39,40738,398472,18683
Missouri,St. Clair County,2020,49.3,23158,9455,1492
Missouri,Ste. Genevieve County,2020,43.7,33049,17887,1802
Missouri,St. Francois County,2020,39.2,22577,66653,9686
Missouri,St. Louis County,2020,40.4,42682,996179,90637
Missouri,Saline County,2020,36.7,23692,22932,3299
Missouri,Schuyler County,2020,39.5,19482,4550,715
Missouri,Scotland County,2020,36.3,25956,4923,548
Missouri,Scott County,2020,40.1,26193,38538,6684
Missouri,Shelby County,2020,42.8,23791,5975,868
Missouri,Stoddard County,2020,42,22587,29255,5009
Missouri,Sullivan County,2020,42.3,23829,6163,989
Missouri,Taney County,2020,43.2,24659,55563,8453
Missouri,Vernon County,2020,41.7,23553,20560,2989
Missouri,Warren County,2020,41.2,31308,35090,4474
Missouri,Wayne County,2020,48.2,20449,13058,3328
Missouri,Webster County,2020,36.4,24139,39127,5977
Missouri,Wright County,2020,41.5,18858,18256,3798
Florida,Alachua County,2020,31.7,29821,268105,52647
Florida,Baker County,2020,37.8,24051,28679,2731
Florida,Bradford County,2020,39.8,21003,27723,4744
Florida,Brevard County,2020,47.2,33662,594001,65692
Florida,Calhoun County,2020,41.9,19512,14324,2001
Florida,Charlotte County,2020,59.5,33275,185926,19302
Florida,Clay County,2020,39.8,32037,215294,20255
Florida,Collier County,2020,51.3,46785,379345,41222
Florida,DeSoto County,2020,40.7,18193,37371,9200
Florida,Dixie County,2020,46.2,19911,16740,2536
Florida,Escambia County,2020,37.3,29166,316691,41878
Florida,Flagler County,2020,51.8,32722,112854,12295
Florida,Gadsden County,2020,41.4,21087,45787,9032
Florida,Gilchrist County,2020,41.7,22775,18245,2193
Florida,Gulf County,2020,46.3,27626,15073,1496
Florida,Hamilton County,2020,40,15532,14397,2863
Florida,Hendry County,2020,35,20122,41472,10958
Florida,Hernando County,2020,48.8,26520,190700,27018
Florida,Hillsborough County,2020,37.4,33616,1451358,200179
Florida,Holmes County,2020,42.2,19028,19530,3785
Florida,Jackson County,2020,42.2,21058,47409,7193
Florida,Jefferson County,2020,47.3,25795,14278,2108
Florida,Lake County,2020,47,29426,356115,38990
Florida,Lee County,2020,48.8,34818,756570,88294
Florida,Levy County,2020,47,22772,40979,7793
Florida,Madison County,2020,44.2,18909,18557,4868
Florida,Manatee County,2020,48.8,35146,393847,42675
Florida,Martin County,2020,52.7,43758,160420,16141
Florida,Miami-Dade County,2020,40.2,29598,2705528,427130
Florida,Nassau County,2020,45.8,37787,85762,8353
Florida,Okaloosa County,2020,36.9,34357,207430,21572
Florida,Orange County,2020,35.3,31409,1373784,190145
Florida,Osceola County,2020,36,24146,363666,48325
Florida,Palm Beach County,2020,45,40957,1482057,169844
Florida,Pasco County,2020,44.5,29498,539885,65092
Florida,Pinellas County,2020,48.4,36754,970985,110728
Washington,Lincoln County,2020,48.5,31711,10732,1244
Washington,Okanogan County,2020,43,25216,42080,8528
Washington,Pacific County,2020,54.4,28339,22121,3066
Washington,Pierce County,2020,36.2,36548,891862,83286
Washington,San Juan County,2020,56.7,49148,16953,1697
Washington,Skamania County,2020,47,34759,11906,1271
Washington,Snohomish County,2020,38,41126,811572,57690
Washington,Stevens County,2020,47,28030,45233,5725
Washington,Thurston County,2020,39.1,36256,284698,27628
Washington,Walla Walla County,2020,37.5,30306,60785,6370
Washington,Whatcom County,2020,37.5,33241,224538,30358
Washington,Yakima County,2020,32.9,24305,250649,40710
West Virginia,Barbour County,2020,42,22440,16543,3335
West Virginia,Boone County,2020,44,23078,21897,4053
West Virginia,Braxton County,2020,46.4,22409,14032,2544
West Virginia,Cabell County,2020,39,26118,93328,19934
West Virginia,Calhoun County,2020,48.7,23009,7185,1747
West Virginia,Clay County,2020,44.4,18545,8599,2393
West Virginia,Fayette County,2020,44.5,23170,43087,8908
West Virginia,Gilmer County,2020,39.9,18359,7970,817
West Virginia,Greenbrier County,2020,45.9,26330,34893,6015
West Virginia,Hampshire County,2020,47.6,25409,23304,3237
West Virginia,Hardy County,2020,45.4,27819,13789,2201
West Virginia,Harrison County,2020,42,29086,67620,9559
West Virginia,Jefferson County,2020,40.9,36722,56922,5227
West Virginia,Kanawha County,2020,43.6,29981,181014,30529
West Virginia,Lincoln County,2020,43.1,22995,20617,4475
West Virginia,Logan County,2020,43.9,22991,32593,8303
West Virginia,Marion County,2020,41,27763,56233,8525
West Virginia,Marshall County,2020,46,27328,30900,4693
West Virginia,Mercer County,2020,43.4,23341,59370,10621
West Virginia,Mineral County,2020,44.4,26363,27047,3431
West Virginia,Monongalia County,2020,32.2,33527,106196,20473
West Virginia,Monroe County,2020,46.7,23398,13344,1873
West Virginia,Nicholas County,2020,45.3,22061,24857,4709
West Virginia,Ohio County,2020,43.2,31208,41875,5697
West Virginia,Pendleton County,2020,51.8,26301,6968,1013
West Virginia,Pleasants County,2020,44,34191,7457,593
West Virginia,Pocahontas County,2020,49.5,25811,8382,1531
West Virginia,Preston County,2020,43.3,25331,33610,4579
West Virginia,Putnam County,2020,42.2,32235,56604,6032
West Virginia,Raleigh County,2020,42.3,24608,74452,14815
West Virginia,Randolph County,2020,43.8,25414,28763,4360
West Virginia,Ritchie County,2020,47.1,25773,9747,1551
West Virginia,Roane County,2020,46.1,21401,13831,3078
West Virginia,Summers County,2020,49.6,22196,12710,2365
West Virginia,Taylor County,2020,43.9,26862,16817,2785
West Virginia,Tucker County,2020,49.8,26416,6943,693
West Virginia,Tyler County,2020,47.9,27150,8736,1241
West Virginia,Upshur County,2020,42,26401,24451,4546
West Virginia,Wayne County,2020,44.5,23973,39952,7835
West Virginia,Webster County,2020,47.4,19943,8289,2226
West Virginia,Wetzel County,2020,46.6,23050,15291,3012
West Virginia,Wirt County,2020,46.1,23776,5764,1276
West Virginia,Wood County,2020,43.8,27983,84387,12930
West Virginia,Wyoming County,2020,45,23210,20890,4416
Wisconsin,Ashland County,2020,41.6,25464,15524,2398
Colorado,Custer County,2020,60.1,31608,4941,377
Colorado,Delta County,2020,47.7,26642,30758,5329
Colorado,Dolores County,2020,57.5,31290,1896,130
Colorado,Douglas County,2020,39,53836,344280,10911
Colorado,Eagle County,2020,36.8,47406,54960,5033
Colorado,Elbert County,2020,46.2,43911,26230,1264
Colorado,El Paso County,2020,34.4,35177,710499,67975
Colorado,Fremont County,2020,45.2,24703,47725,4864
Colorado,Garfield County,2020,36.6,33826,59605,4454
Colorado,Gilpin County,2020,49.1,59076,6108,326
Colorado,Grand County,2020,43.5,39547,15536,1405
Colorado,Gunnison County,2020,34.8,33727,17119,2034
Colorado,Hinsdale County,2020,55.5,34595,781,80
Colorado,Huerfano County,2020,55.6,25839,6769,1066
Colorado,Jackson County,2020,53.9,30813,1316,119
Colorado,Jefferson County,2020,40.2,45581,578795,38346
Colorado,Kiowa County,2020,39.8,23275,1463,194
Colorado,Kit Carson County,2020,38.4,29276,7246,520
Colorado,Lake County,2020,37.8,35264,7845,1041
Colorado,La Plata County,2020,40.8,38841,56138,5608
Colorado,Larimer County,2020,36.2,38142,350523,37805
Colorado,Las Animas County,2020,46.2,26918,14323,2466
Colorado,Lincoln County,2020,37.7,16755,5608,472
Colorado,Logan County,2020,38.9,26281,22282,2304
Colorado,Mesa County,2020,40,29783,152962,19425
Colorado,Moffat County,2020,36.7,29059,13150,2320
Colorado,Montezuma County,2020,45.2,26564,26266,3228
Colorado,Morgan County,2020,36.2,24800,28617,3038
Colorado,Ouray County,2020,53.5,41481,4890,326
Colorado,Park County,2020,51.9,38042,18345,1275
Colorado,Pitkin County,2020,43.3,61261,17980,1016
Colorado,Prowers County,2020,38.5,23496,12035,1883
Colorado,Rio Blanco County,2020,37.6,28287,6369,646
Colorado,Rio Grande County,2020,41.2,27300,11300,1725
Colorado,Saguache County,2020,49.1,22921,6730,1087
Colorado,San Miguel County,2020,42.1,47248,8110,841
Colorado,Sedgwick County,2020,39.7,27961,2306,454
Colorado,Teller County,2020,50.2,34541,24981,2287
Colorado,Washington County,2020,41.3,28224,4869,559
Colorado,Yuma County,2020,38.9,28791,10013,1099
Delaware,New Castle County,2020,38.7,38965,558306,58133
Delaware,Sussex County,2020,50.3,36739,230249,26514
Montana,Big Horn County,2020,31.4,19109,13302,3620
Montana,Blaine County,2020,33.5,20586,6698,1931
Montana,Carbon County,2020,51.1,34751,10689,1137
Montana,Carter County,2020,53.3,27759,1305,185
Montana,Chouteau County,2020,40.9,26243,5731,811
Montana,Daniels County,2020,51.4,33614,1705,131
Montana,Dawson County,2020,41.7,30821,8824,965
Montana,Fallon County,2020,35.3,36409,2975,361
Montana,Fergus County,2020,45,28211,11167,1841
Montana,Gallatin County,2020,33.4,38885,111401,11827
Montana,Garfield County,2020,40.1,29149,1051,57
Montana,Golden Valley County,2020,55,30053,814,135
Montana,Hill County,2020,34.5,23922,16422,2678
Montana,Jefferson County,2020,47.5,33716,12069,771
Montana,Lake County,2020,42.3,26889,30383,5507
Montana,Lewis and Clark County,2020,41.3,36485,68714,6362
Montana,Lincoln County,2020,52.5,25169,19845,3334
Florida,Putnam County,2020,45,22257,73784,16235
Florida,St. Johns County,2020,43.7,43433,255410,19562
Florida,St. Lucie County,2020,45.5,28426,320914,41628
Florida,Santa Rosa County,2020,40,32322,179587,17288
Florida,Sarasota County,2020,56.6,44402,427766,36496
Florida,Seminole County,2020,39.3,36016,466695,45273
Florida,Sumter County,2020,68,35879,129938,10538
Florida,Suwannee County,2020,43.5,23389,44290,5908
Florida,Taylor County,2020,43.2,19492,21709,3711
Florida,Union County,2020,39.8,20663,15282,1545
Florida,Volusia County,2020,46.5,29859,546107,70765
Florida,Wakulla County,2020,42.3,28320,32855,2193
Florida,Walton County,2020,44.1,35996,71049,7996
Florida,Washington County,2020,41.3,19375,25094,5311
Nebraska,Adams County,2020,38,30344,31541,3641
Nebraska,Antelope County,2020,44.8,27217,6315,672
Nebraska,Banner County,2020,50.4,30628,645,22
Nebraska,Blaine County,2020,57.5,29748,467,19
Nebraska,Box Butte County,2020,39.6,29447,10845,1361
Nebraska,Boyd County,2020,56.2,31863,1882,185
Nebraska,Buffalo County,2020,33.8,30605,49594,5617
Nebraska,Burt County,2020,45.6,31252,6503,813
Nebraska,Cass County,2020,41.3,34863,26022,1638
Nebraska,Cedar County,2020,42.2,30663,8483,568
Nebraska,Cherry County,2020,42.1,30169,5801,562
Nebraska,Cheyenne County,2020,41,30145,9428,1020
Nebraska,Colfax County,2020,36,24901,10681,1229
Nebraska,Custer County,2020,43.6,32021,10788,1291
Nebraska,Dakota County,2020,33,26416,20124,2795
Nebraska,Dawson County,2020,35.9,31411,23638,2757
Nebraska,Deuel County,2020,50.1,27998,1770,144
Nebraska,Dodge County,2020,39.2,29619,36565,3959
Nebraska,Douglas County,2020,34.9,36303,565739,59343
