county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng
Cherokee,Cherokee,Cherokee County,19035,IA,Iowa,42.7356,-95.6238
Cottonwood,Cottonwood,Cottonwood County,27033,MN,Minnesota,44.0071,-95.1812
Noble,Noble,Noble County,40103,OK,Oklahoma,36.3886,-97.2305
Nantucket,Nantucket,Nantucket County,25019,MA,Massachusetts,41.2831,-70.0692
Sussex,Sussex,Sussex County,51183,VA,Virginia,36.9218,-77.2618
Duval,Duval,Duval County,48131,TX,Texas,27.6814,-98.5089
Pulaski,Pulaski,Pulaski County,13235,GA,Georgia,32.2323,-83.476
Jefferson Davis,Jefferson Davis,Jefferson Davis County,28065,MS,Mississippi,31.5697,-89.823
Fergus,Fergus,Fergus County,30027,MT,Montana,47.2636,-109.2245
Clay,Clay,Clay County,37043,NC,North Carolina,35.0572,-83.7502
Bacon,Bacon,Bacon County,13005,GA,Georgia,31.5537,-82.4527
Madison,Madison,Madison Parish,22065,LA,Louisiana,32.3644,-91.2427
Louisa,Louisa,Louisa County,19115,IA,Iowa,41.2185,-91.2596
Pope,Pope,Pope County,27121,MN,Minnesota,45.586,-95.4445
Iron,Iron,Iron County,26071,MI,Michigan,46.2087,-88.5306
Richland,Richland,Richland County,30083,MT,Montana,47.7879,-104.5614
Roosevelt,Roosevelt,Roosevelt County,30085,MT,Montana,48.2945,-105.0164
Valley,Valley,Valley County,16085,ID,Idaho,44.7666,-115.5663
Alleghany,Alleghany,Alleghany County,37005,NC,North Carolina,36.4916,-81.127
Washita,Washita,Washita County,40149,OK,Oklahoma,35.2904,-98.9922
Pushmataha,Pushmataha,Pushmataha County,40127,OK,Oklahoma,34.4162,-95.3759
Johnston,Johnston,Johnston County,40069,OK,Oklahoma,34.3165,-96.6606
Green,Green,Green County,21087,KY,Kentucky,37.2641,-85.5531
Sierra,Sierra,Sierra County,35051,NM,New Mexico,33.1305,-107.1924
Essex,Essex,Essex County,51057,VA,Virginia,37.9435,-76.9516
West Carroll,West Carroll,West Carroll Parish,22123,LA,Louisiana,32.7885,-91.4568
Trousdale,Trousdale,Trousdale County,47169,TN,Tennessee,36.3921,-86.1568
Watonwan,Watonwan,Watonwan County,27165,MN,Minnesota,43.9784,-94.6141
Owen,Owen,Owen County,21187,KY,Kentucky,38.5197,-84.8281
Box Butte,Box Butte,Box Butte County,31013,NE,Nebraska,42.2198,-103.0857
Candler,Candler,Candler County,13043,GA,Georgia,32.4034,-82.0737
Bradley,Bradley,Bradley County,5011,AR,Arkansas,33.4664,-92.1624
Custer,Custer,Custer County,31041,NE,Nebraska,41.3943,-99.7262
Cumberland,Cumberland,Cumberland County,17035,IL,Illinois,39.2733,-88.2402
Mackinac,Mackinac,Mackinac County,26097,MI,Michigan,46.0805,-85.0867
Franklin,Franklin,Franklin County,48159,TX,Texas,33.1755,-95.2184
Lincoln,Lincoln,Lincoln County,53043,WA,Washington,47.5762,-118.4187
Switzerland,Switzerland,Switzerland County,18155,IN,Indiana,38.8262,-85.0369
Red Willow,Red Willow,Red Willow County,31145,NE,Nebraska,40.1758,-100.4769
Pike,Pike,Pike County,5109,AR,Arkansas,34.1635,-93.6564
Hancock,Hancock,Hancock County,19081,IA,Iowa,43.0819,-93.7343
Guthrie,Guthrie,Guthrie County,19077,IA,Iowa,41.6838,-94.5011
Coosa,Coosa,Coosa County,1037,AL,Alabama,32.9362,-86.2477
Carroll,Carroll,Carroll County,21041,KY,Kentucky,38.6678,-85.1236
Carbon,Carbon,Carbon County,30009,MT,Montana,45.2274,-109.0279
Lancaster,Lancaster,Lancaster County,51103,VA,Virginia,37.7345,-76.4632
Colfax,Colfax,Colfax County,31037,NE,Nebraska,41.574,-97.0865
Evans,Evans,Evans County,13109,GA,Georgia,32.1568,-81.8869
Camden,Camden,Camden County,37029,NC,North Carolina,36.3877,-76.2064
Middlesex,Middlesex,Middlesex County,51119,VA,Virginia,37.6303,-76.5697
Walsh,Walsh,Walsh County,38099,ND,North Dakota,48.3695,-97.7213
Monroe,Monroe,Monroe County,21171,KY,Kentucky,36.7122,-85.7165
Barnes,Barnes,Barnes County,38003,ND,North Dakota,46.9361,-98.0715
Mitchell,Mitchell,Mitchell County,19131,IA,Iowa,43.3564,-92.789
Crawford,Crawford,Crawford County,18025,IN,Indiana,38.2924,-86.4517
Lake,Lake,Lake County,27075,MN,Minnesota,47.641,-91.4458
Noxubee,Noxubee,Noxubee County,28103,MS,Mississippi,33.1101,-88.5697
Oregon,Oregon,Oregon County,29149,MO,Missouri,36.6867,-91.4034
Wilcox,Wilcox,Wilcox County,1131,AL,Alabama,31.9893,-87.3082
Lanier,Lanier,Lanier County,13173,GA,Georgia,31.0379,-83.0627
Winnebago,Winnebago,Winnebago County,19189,IA,Iowa,43.3776,-93.7342
Sabine,Sabine,Sabine County,48403,TX,Texas,31.3432,-93.8518
Chattahoochee,Chattahoochee,Chattahoochee County,13053,GA,Georgia,32.347,-84.787
Clay,Clay,Clay County,48077,TX,Texas,33.7855,-98.2085
Chicot,Chicot,Chicot County,5017,AR,Arkansas,33.267,-91.2937
Alcona,Alcona,Alcona County,26001,MI,Michigan,44.6854,-83.5937
Mountrail,Mountrail,Mountrail County,38061,ND,North Dakota,48.2013,-102.3557
Perry,Perry,Perry County,5105,AR,Arkansas,34.9476,-92.9312
Roberts,Roberts,Roberts County,46109,SD,South Dakota,45.6296,-96.9461
Todd,Todd,Todd County,46121,SD,South Dakota,43.1934,-100.7185
Butte,Butte,Butte County,46019,SD,South Dakota,44.9058,-103.508
Runnels,Runnels,Runnels County,48399,TX,Texas,31.8311,-99.9762
Scott,Scott,Scott County,5127,AR,Arkansas,34.8607,-94.0633
Ralls,Ralls,Ralls County,29173,MO,Missouri,39.5277,-91.522
Nowata,Nowata,Nowata County,40105,OK,Oklahoma,36.7985,-95.6174
Latimer,Latimer,Latimer County,40077,OK,Oklahoma,34.876,-95.2504
Dimmit,Dimmit,Dimmit County,48127,TX,Texas,28.4226,-99.7567
St. Helena,St. Helena,St. Helena Parish,22091,LA,Louisiana,30.8219,-90.7103
Early,Early,Early County,13099,GA,Georgia,31.3228,-84.9037
Clinton,Clinton,Clinton County,21053,KY,Kentucky,36.7275,-85.1361
Bullock,Bullock,Bullock County,1011,AL,Alabama,32.1005,-85.7157
Martin,Martin,Martin County,18101,IN,Indiana,38.708,-86.8031
Keokuk,Keokuk,Keokuk County,19107,IA,Iowa,41.3365,-92.1786
Iron,Iron,Iron County,29093,MO,Missouri,37.5552,-90.7735
Washington,Washington,Washington County,16087,ID,Idaho,44.4524,-116.7847
Love,Love,Love County,40085,OK,Oklahoma,33.9499,-97.2441
Holt,Holt,Holt County,31089,NE,Nebraska,42.4557,-98.7838
Nemaha,Nemaha,Nemaha County,20131,KS,Kansas,39.7834,-96.0141
Emery,Emery,Emery County,49015,UT,Utah,38.9967,-110.7007
Franklin,Franklin,Franklin County,19069,IA,Iowa,42.7325,-93.2625
Leslie,Leslie,Leslie County,21131,KY,Kentucky,37.0941,-83.3811
Metcalfe,Metcalfe,Metcalfe County,21169,KY,Kentucky,36.9905,-85.6292
Howard,Howard,Howard County,29089,MO,Missouri,39.1425,-92.6963
Montgomery,Montgomery,Montgomery County,19137,IA,Iowa,41.0301,-95.1564
Yuma,Yuma,Yuma County,8125,CO,Colorado,40.0029,-102.4243
Nome,Nome,Nome Census Area,2180,AK,Alaska,64.9111,-164.0273
Marion,Marion,Marion County,48315,TX,Texas,32.798,-94.3571
Carroll,Carroll,Carroll County,28015,MS,Mississippi,33.4485,-89.9202
Caldwell,Caldwell,Caldwell Parish,22021,LA,Louisiana,32.0924,-92.1166
Montgomery,Montgomery,Montgomery County,28097,MS,Mississippi,33.4941,-89.6164
Lowndes,Lowndes,Lowndes County,1085,AL,Alabama,32.1547,-86.6501
Ochiltree,Ochiltree,Ochiltree County,48357,TX,Texas,36.2784,-100.8157
Lewis,Lewis,Lewis County,29111,MO,Missouri,40.0969,-91.7221
Grundy,Grundy,Grundy County,29079,MO,Missouri,40.1139,-93.5653
Jackson,Jackson,Jackson County,27063,MN,Minnesota,43.6742,-95.1541
Cumberland,Cumberland,Cumberland County,51049,VA,Virginia,37.5121,-78.2449
Sublette,Sublette,Sublette County,56035,WY,Wyoming,42.7669,-109.9147
Kemper,Kemper,Kemper County,28069,MS,Mississippi,32.7546,-88.6412
Tunica,Tunica,Tunica County,28143,MS,Mississippi,34.6507,-90.375
Wilkes,Wilkes,Wilkes County,13317,GA,Georgia,33.7819,-82.7432
Yellow Medicine,Yellow Medicine,Yellow Medicine County,27173,MN,Minnesota,44.7163,-95.8684
Stevens,Stevens,Stevens County,27149,MN,Minnesota,45.5861,-96.0003
Ritchie,Ritchie,Ritchie County,54085,WV,West Virginia,39.1783,-81.063
Webster,Webster,Webster County,28155,MS,Mississippi,33.6131,-89.2848
Johnson,Johnson,Johnson County,13167,GA,Georgia,32.7015,-82.6601
Marshall,Marshall,Marshall County,20117,KS,Kansas,39.7836,-96.5229
Sac,Sac,Sac County,19161,IA,Iowa,42.3863,-95.1054
Grand,Grand,Grand County,49019,UT,Utah,38.982,-109.5699
Linn,Linn,Linn County,20107,KS,Kansas,38.2123,-94.843
Calhoun,Calhoun,Calhoun County,19025,IA,Iowa,42.3852,-94.6404
Parmer,Parmer,Parmer County,48369,TX,Texas,34.53,-102.7845
Catahoula,Catahoula,Catahoula Parish,22025,LA,Louisiana,31.6662,-91.847
Brown,Brown,Brown County,20013,KS,Kansas,39.8265,-95.5642
White Pine,White Pine,White Pine County,32033,NV,Nevada,39.4422,-114.9017
Stillwater,Stillwater,Stillwater County,30095,MT,Montana,45.669,-109.3952
Jasper,Jasper,Jasper County,17079,IL,Illinois,39.01,-88.1538
Clear Creek,Clear Creek,Clear Creek County,8019,CO,Colorado,39.6891,-105.6444
Rice,Rice,Rice County,20159,KS,Kansas,38.3472,-98.201
McLean,McLean,McLean County,38055,ND,North Dakota,47.6069,-101.3218
Blaine,Blaine,Blaine County,40011,OK,Oklahoma,35.8752,-98.4334
Humboldt,Humboldt,Humboldt County,19091,IA,Iowa,42.7764,-94.2072
McCormick,McCormick,McCormick County,45065,SC,South Carolina,33.8995,-82.31
Greenlee,Greenlee,Greenlee County,4011,AZ,Arizona,33.2152,-109.2402
St. Clair,St. Clair,St. Clair County,29185,MO,Missouri,38.0372,-93.776
Beaverhead,Beaverhead,Beaverhead County,30001,MT,Montana,45.1327,-112.8988
Jones,Jones,Jones County,37103,NC,North Carolina,35.0217,-77.3552
Hickory,Hickory,Hickory County,29085,MO,Missouri,37.9408,-93.3207
Cheyenne,Cheyenne,Cheyenne County,31033,NE,Nebraska,41.2197,-102.995
Wayne,Wayne,Wayne County,31179,NE,Nebraska,42.2093,-97.1193
Rock,Rock,Rock County,27133,MN,Minnesota,43.6747,-96.2532
Clarke,Clarke,Clarke County,19039,IA,Iowa,41.029,-93.7852
Irwin,Irwin,Irwin County,13155,GA,Georgia,31.6023,-83.2764
North Slope,North Slope,North Slope Borough,2185,AK,Alaska,69.3122,-153.4811
Stephens,Stephens,Stephens County,48429,TX,Texas,32.7359,-98.8362
Marshall,Marshall,Marshall County,27089,MN,Minnesota,48.3581,-96.3685
Swift,Swift,Swift County,27151,MN,Minnesota,45.2827,-95.6815
Pratt,Pratt,Pratt County,20151,KS,Kansas,37.6477,-98.7396
Charles Mix,Charles Mix,Charles Mix County,46023,SD,South Dakota,43.2079,-98.5879
Emmet,Emmet,Emmet County,19063,IA,Iowa,43.378,-94.6785
Montmorency,Montmorency,Montmorency County,26119,MI,Michigan,45.0276,-84.1272
Brewster,Brewster,Brewster County,48043,TX,Texas,29.8119,-103.2517
Benewah,Benewah,Benewah County,16009,ID,Idaho,47.2175,-116.6587
Hamilton,Hamilton,Hamilton County,31081,NE,Nebraska,40.873,-98.0229
McLean,McLean,McLean County,21149,KY,Kentucky,37.5292,-87.2636
Howard,Howard,Howard County,19089,IA,Iowa,43.3568,-92.3172
Livingston,Livingston,Livingston County,21139,KY,Kentucky,37.2096,-88.3537
Pipestone,Pipestone,Pipestone County,27117,MN,Minnesota,44.023,-96.2587
Deer Lodge,Deer Lodge,Deer Lodge County,30023,MT,Montana,46.0608,-113.0678
Ozark,Ozark,Ozark County,29153,MO,Missouri,36.6493,-92.4447
Perry,Perry,Perry County,1105,AL,Alabama,32.6384,-87.2944
Alger,Alger,Alger County,26003,MI,Michigan,46.4086,-86.604
Montgomery,Montgomery,Montgomery County,13209,GA,Georgia,32.1734,-82.5348
Rosebud,Rosebud,Rosebud County,30087,MT,Montana,46.2297,-106.7307
Caldwell,Caldwell,Caldwell County,29025,MO,Missouri,39.6557,-93.9827
Phelps,Phelps,Phelps County,31137,NE,Nebraska,40.5111,-99.4146
Claiborne,Claiborne,Claiborne County,28021,MS,Mississippi,31.9737,-90.9118
Forest,Forest,Forest County,55041,WI,Wisconsin,45.6673,-88.7704
Davis,Davis,Davis County,19051,IA,Iowa,40.7477,-92.4097
Montgomery,Montgomery,Montgomery County,5097,AR,Arkansas,34.5389,-93.6595
Lee,Lee,Lee County,5077,AR,Arkansas,34.7805,-90.7808
Somervell,Somervell,Somervell County,48425,TX,Texas,32.2222,-97.7744
Richmond,Richmond,Richmond County,51159,VA,Virginia,37.9434,-76.7269
Wilkinson,Wilkinson,Wilkinson County,13319,GA,Georgia,32.8024,-83.1712
Palo Alto,Palo Alto,Palo Alto County,19147,IA,Iowa,43.0821,-94.6781
Crittenden,Crittenden,Crittenden County,21055,KY,Kentucky,37.3527,-88.0972
Greene,Greene,Greene County,19073,IA,Iowa,42.0363,-94.3968
Woods,Woods,Woods County,40151,OK,Oklahoma,36.7669,-98.8651
Jack,Jack,Jack County,48237,TX,Texas,33.2335,-98.1725
Cuming,Cuming,Cuming County,31039,NE,Nebraska,41.9164,-96.7874
Clearwater,Clearwater,Clearwater County,27029,MN,Minnesota,47.5776,-95.379
Modoc,Modoc,Modoc County,6049,CA,California,41.5898,-120.725
Cloud,Cloud,Cloud County,20029,KS,Kansas,39.4803,-97.6493
Custer,Custer,Custer County,46033,SD,South Dakota,43.6776,-103.4515
Dawson,Dawson,Dawson County,30021,MT,Montana,47.2664,-104.8995
Kiowa,Kiowa,Kiowa County,40075,OK,Oklahoma,34.9164,-98.9809
Maries,Maries,Maries County,29125,MO,Missouri,38.1616,-91.9249
Allendale,Allendale,Allendale County,45005,SC,South Carolina,32.9881,-81.3582
Jenkins,Jenkins,Jenkins County,13165,GA,Georgia,32.7925,-81.9635
Mathews,Mathews,Mathews County,51115,VA,Virginia,37.4354,-76.3437
Gallatin,Gallatin,Gallatin County,21077,KY,Kentucky,38.7569,-84.8593
Archer,Archer,Archer County,48009,TX,Texas,33.6153,-98.6877
Hancock,Hancock,Hancock County,21091,KY,Kentucky,37.8415,-86.7779
Tyler,Tyler,Tyler County,54095,WV,West Virginia,39.4653,-80.8848
Clearwater,Clearwater,Clearwater County,16035,ID,Idaho,46.6737,-115.6567
Wilkinson,Wilkinson,Wilkinson County,28157,MS,Mississippi,31.1611,-91.3109
Carroll,Carroll,Carroll County,29033,MO,Missouri,39.427,-93.5052
Wilcox,Wilcox,Wilcox County,13315,GA,Georgia,31.9729,-83.4323
Benton,Benton,Benton County,18007,IN,Indiana,40.6063,-87.3109
Dawes,Dawes,Dawes County,31045,NE,Nebraska,42.7198,-103.1354
Monona,Monona,Monona County,19133,IA,Iowa,42.0517,-95.9599
Terrell,Terrell,Terrell County,13273,GA,Georgia,31.777,-84.437
Monroe,Monroe,Monroe County,29137,MO,Missouri,39.4955,-92.0007
Yoakum,Yoakum,Yoakum County,48501,TX,Texas,33.173,-102.8278
Wilson,Wilson,Wilson County,20205,KS,Kansas,37.5592,-95.7434
Clay,Clay,Clay County,54015,WV,West Virginia,38.4625,-81.0751
Lafayette,Lafayette,Lafayette County,12067,FL,Florida,29.9855,-83.1811
Platte,Platte,Platte County,56031,WY,Wyoming,42.1332,-104.9659
Sitka,Sitka,Sitka City and Borough,2220,AK,Alaska,57.2401,-135.3152
Lucas,Lucas,Lucas County,19117,IA,Iowa,41.0294,-93.3277
Madison,Madison,Madison County,30057,MT,Montana,45.3007,-111.9203
Trimble,Trimble,Trimble County,21223,KY,Kentucky,38.613,-85.3375
Johnson,Johnson,Johnson County,56019,WY,Wyoming,44.0388,-106.5847
Graham,Graham,Graham County,37075,NC,North Carolina,35.3502,-83.8335
Hancock,Hancock,Hancock County,13141,GA,Georgia,33.2704,-83.0007
Doddridge,Doddridge,Doddridge County,54017,WV,West Virginia,39.2692,-80.707
Cedar,Cedar,Cedar County,31027,NE,Nebraska,42.5993,-97.2524
Red River,Red River,Red River Parish,22081,LA,Louisiana,32.0931,-93.3398
Marion,Marion,Marion County,13197,GA,Georgia,32.3535,-84.5246
Hamilton,Hamilton,Hamilton County,48193,TX,Texas,31.7048,-98.1107
Harrison,Harrison,Harrison County,29081,MO,Missouri,40.3547,-93.9921
Knox,Knox,Knox County,31107,NE,Nebraska,42.6368,-97.8919
Pocahontas,Pocahontas,Pocahontas County,54075,WV,West Virginia,38.3318,-80.0078
Mercer,Mercer,Mercer County,38057,ND,North Dakota,47.3092,-101.8315
Baraga,Baraga,Baraga County,26013,MI,Michigan,46.6626,-88.3652
Liberty,Liberty,Liberty County,12077,FL,Florida,30.2414,-84.8829
Turner,Turner,Turner County,46125,SD,South Dakota,43.3109,-97.1487
Atkinson,Atkinson,Atkinson County,13003,GA,Georgia,31.2971,-82.8801
Bracken,Bracken,Bracken County,21023,KY,Kentucky,38.6888,-84.0902
Kusilvak,Kusilvak,Kusilvak Census Area,2158,AK,Alaska,62.155,-163.3826
Daviess,Daviess,Daviess County,29061,MO,Missouri,39.9608,-93.9855
Webster,Webster,Webster County,54101,WV,West Virginia,38.4947,-80.4219
Oscoda,Oscoda,Oscoda County,26135,MI,Michigan,44.6818,-84.1298
Coleman,Coleman,Coleman County,48083,TX,Texas,31.7732,-99.4536
Benton,Benton,Benton County,28009,MS,Mississippi,34.8173,-89.1885
Quay,Quay,Quay County,35037,NM,New Mexico,35.1043,-103.5498
San Augustine,San Augustine,San Augustine County,48405,TX,Texas,31.3942,-94.1682
Mitchell,Mitchell,Mitchell County,48335,TX,Texas,32.3062,-100.9212
Nevada,Nevada,Nevada County,5099,AR,Arkansas,33.664,-93.3072
Murray,Murray,Murray County,27101,MN,Minnesota,44.0221,-95.7633
Lyon,Lyon,Lyon County,21143,KY,Kentucky,37.0191,-88.0833
Greene,Greene,Greene County,1063,AL,Alabama,32.8531,-87.9522
Warren,Warren,Warren County,18171,IN,Indiana,40.3469,-87.3533
Seminole,Seminole,Seminole County,13253,GA,Georgia,30.9388,-84.8688
Coffey,Coffey,Coffey County,20031,KS,Kansas,38.2369,-95.7341
Shannon,Shannon,Shannon County,29203,MO,Missouri,37.1574,-91.4005
Choctaw,Choctaw,Choctaw County,28019,MS,Mississippi,33.3473,-89.2484
Houston,Houston,Houston County,47083,TN,Tennessee,36.286,-87.717
Humphreys,Humphreys,Humphreys County,28053,MS,Mississippi,33.1287,-90.5266
Twiggs,Twiggs,Twiggs County,13289,GA,Georgia,32.6672,-83.4271
Hamilton,Hamilton,Hamilton County,17065,IL,Illinois,38.0815,-88.5391
Prairie,Prairie,Prairie County,5117,AR,Arkansas,34.8298,-91.5528
Conejos,Conejos,Conejos County,8021,CO,Colorado,37.2007,-106.1916
Taylor,Taylor,Taylor County,13269,GA,Georgia,32.5555,-84.2505
San Miguel,San Miguel,San Miguel County,8113,CO,Colorado,38.0037,-108.4057
Cleveland,Cleveland,Cleveland County,5025,AR,Arkansas,33.8984,-92.1851
Keith,Keith,Keith County,31101,NE,Nebraska,41.1988,-101.6614
Schoolcraft,Schoolcraft,Schoolcraft County,26153,MI,Michigan,46.1966,-86.1995
Clay,Clay,Clay County,20027,KS,Kansas,39.3497,-97.1652
Perry,Perry,Perry County,47135,TN,Tennessee,35.6426,-87.8589
Franklin,Franklin,Franklin City,51620,VA,Virginia,36.6831,-76.9386
Traill,Traill,Traill County,38097,ND,North Dakota,47.4542,-97.1616
Butler,Butler,Butler County,31023,NE,Nebraska,41.2261,-97.1318
Gilmer,Gilmer,Gilmer County,54021,WV,West Virginia,38.9241,-80.8571
McCulloch,McCulloch,McCulloch County,48307,TX,Texas,31.1989,-99.3475
Washakie,Washakie,Washakie County,56043,WY,Wyoming,43.905,-107.6829
Lincoln,Lincoln,Lincoln County,13181,GA,Georgia,33.7936,-82.4512
Lemhi,Lemhi,Lemhi County,16059,ID,Idaho,44.9433,-113.9332
Turner,Turner,Turner County,13287,GA,Georgia,31.7164,-83.6241
Ballard,Ballard,Ballard County,21007,KY,Kentucky,37.0585,-88.9994
Richardson,Richardson,Richardson County,31147,NE,Nebraska,40.125,-95.7176
Decatur,Decatur,Decatur County,19053,IA,Iowa,40.7377,-93.7863
Searcy,Searcy,Searcy County,5129,AR,Arkansas,35.9109,-92.6995
Wheeler,Wheeler,Wheeler County,13309,GA,Georgia,32.117,-82.7246
Lake,Lake,Lake County,41037,OR,Oregon,42.7935,-120.3874
Anderson,Anderson,Anderson County,20003,KS,Kansas,38.2142,-95.2933
Lake,Lake,Lake County,8065,CO,Colorado,39.2025,-106.3448
Merrick,Merrick,Merrick County,31121,NE,Nebraska,41.169,-98.038
Winkler,Winkler,Winkler County,48495,TX,Texas,31.85,-103.0482
Monroe,Monroe,Monroe County,19135,IA,Iowa,41.0298,-92.869
Newton,Newton,Newton County,5101,AR,Arkansas,35.92,-93.2178
Thomas,Thomas,Thomas County,20193,KS,Kansas,39.3509,-101.0555
Franklin,Franklin,Franklin County,28037,MS,Mississippi,31.4772,-90.8979
Northwest Arctic,Northwest Arctic,Northwest Arctic Borough,2188,AK,Alaska,67.053,-159.721
Kane,Kane,Kane County,49025,UT,Utah,37.2851,-111.8877
Major,Major,Major County,40093,OK,Oklahoma,36.3116,-98.536
Ferry,Ferry,Ferry County,53019,WA,Washington,48.4703,-118.5166
Clay,Clay,Clay County,47027,TN,Tennessee,36.5511,-85.5439
Power,Power,Power County,16077,ID,Idaho,42.6937,-112.8407
Boise,Boise,Boise County,16015,ID,Idaho,43.9891,-115.7303
Doniphan,Doniphan,Doniphan County,20043,KS,Kansas,39.7881,-95.1468
Goliad,Goliad,Goliad County,48175,TX,Texas,28.6571,-97.4265
Dade,Dade,Dade County,29057,MO,Missouri,37.432,-93.8503
Castro,Castro,Castro County,48069,TX,Texas,34.5299,-102.2617
La Salle,La Salle,La Salle County,48283,TX,Texas,28.3451,-99.0997
Crook,Crook,Crook County,56011,WY,Wyoming,44.5886,-104.5699
Elliott,Elliott,Elliott County,21063,KY,Kentucky,38.1179,-83.0976
Pleasants,Pleasants,Pleasants County,54073,WV,West Virginia,39.3709,-81.1606
Chariton,Chariton,Chariton County,29041,MO,Missouri,39.5151,-92.9626
Valley,Valley,Valley County,30105,MT,Montana,48.3653,-106.6674
Worth,Worth,Worth County,19195,IA,Iowa,43.3774,-93.2608
Swisher,Swisher,Swisher County,48437,TX,Texas,34.5304,-101.735
Rappahannock,Rappahannock,Rappahannock County,51157,VA,Virginia,38.6848,-78.1592
Tillman,Tillman,Tillman County,40141,OK,Oklahoma,34.3728,-98.9242
Grant,Grant,Grant County,20067,KS,Kansas,37.5623,-101.308
Harney,Harney,Harney County,41025,OR,Oregon,43.0641,-118.9679
Hutchinson,Hutchinson,Hutchinson County,46067,SD,South Dakota,43.3349,-97.7544
Lake,Lake,Lake County,47095,TN,Tennessee,36.3352,-89.4935
Dallam,Dallam,Dallam County,48111,TX,Texas,36.2779,-102.6023
Pepin,Pepin,Pepin County,55091,WI,Wisconsin,44.5829,-92.0015
Kit Carson,Kit Carson,Kit Carson County,8063,CO,Colorado,39.3055,-102.6029
Childress,Childress,Childress County,48075,TX,Texas,34.5292,-100.2076
Thurston,Thurston,Thurston County,31173,NE,Nebraska,42.1582,-96.544
Lexington,Lexington,Lexington City,51678,VA,Virginia,37.7825,-79.4441
Forest,Forest,Forest County,42053,PA,Pennsylvania,41.513,-79.2361
Nicholas,Nicholas,Nicholas County,21181,KY,Kentucky,38.3356,-84.0153
Wolfe,Wolfe,Wolfe County,21237,KY,Kentucky,37.7393,-83.4932
Calhoun,Calhoun,Calhoun County,54013,WV,West Virginia,38.8445,-81.1176
Grant,Grant,Grant County,41023,OR,Oregon,44.4915,-119.0073
Kingman,Kingman,Kingman County,20095,KS,Kansas,37.5589,-98.1363
Union,Union,Union County,18161,IN,Indiana,39.6256,-84.9251
Pierce,Pierce,Pierce County,31139,NE,Nebraska,42.2644,-97.6013
Jefferson,Jefferson,Jefferson County,28063,MS,Mississippi,31.7342,-91.0373
Grant,Grant,Grant County,46051,SD,South Dakota,45.1719,-96.7677
Dallas,Dallas,Dallas County,5039,AR,Arkansas,33.9699,-92.6544
Van Buren,Van Buren,Van Buren County,19177,IA,Iowa,40.7532,-91.95
Jefferson,Jefferson,Jefferson County,31095,NE,Nebraska,40.1757,-97.1427
Brooks,Brooks,Brooks County,48047,TX,Texas,27.0316,-98.2187
Lee,Lee,Lee County,21129,KY,Kentucky,37.5948,-83.7162
Grand Isle,Grand Isle,Grand Isle County,50013,VT,Vermont,44.7968,-73.2949
Wallowa,Wallowa,Wallowa County,41063,OR,Oregon,45.5799,-117.1811
Adair,Adair,Adair County,19001,IA,Iowa,41.3307,-94.4709
Quitman,Quitman,Quitman County,28119,MS,Mississippi,34.2514,-90.2891
Caribou,Caribou,Caribou County,16029,ID,Idaho,42.7705,-111.5623
Refugio,Refugio,Refugio County,48391,TX,Texas,28.3253,-97.1656
King and Queen,King and Queen,King and Queen County,51097,VA,Virginia,37.7186,-76.8953
Nemaha,Nemaha,Nemaha County,31127,NE,Nebraska,40.3877,-95.8498
Pendleton,Pendleton,Pendleton County,54071,WV,West Virginia,38.6807,-79.3509
Charles City,Charles City,Charles City County,51036,VA,Virginia,37.3567,-77.0622
Cameron,Cameron,Cameron Parish,22023,LA,Louisiana,29.8754,-93.1937
East Carroll,East Carroll,East Carroll Parish,22035,LA,Louisiana,32.7325,-91.235
Tucker,Tucker,Tucker County,54093,WV,West Virginia,39.1136,-79.565
Weston,Weston,Weston County,56045,WY,Wyoming,43.8405,-104.5678
Bailey,Bailey,Bailey County,48017,TX,Texas,34.0685,-102.8299
Bon Homme,Bon Homme,Bon Homme County,46009,SD,South Dakota,42.9885,-97.8846
Southeast Fairbanks,Southeast Fairbanks,Southeast Fairbanks Census Area,2240,AK,Alaska,63.8762,-143.213
Schuyler,Schuyler,Schuyler County,17169,IL,Illinois,40.158,-90.6151
Russell,Russell,Russell County,20167,KS,Kansas,38.9148,-98.7624
Fremont,Fremont,Fremont County,19071,IA,Iowa,40.7456,-95.6047
Randolph,Randolph,Randolph County,13243,GA,Georgia,31.7626,-84.7542
Monroe,Monroe,Monroe County,5095,AR,Arkansas,34.6778,-91.2039
Wabaunsee,Wabaunsee,Wabaunsee County,20197,KS,Kansas,38.9533,-96.205
Ida,Ida,Ida County,19093,IA,Iowa,42.3869,-95.5135
Benson,Benson,Benson County,38005,ND,North Dakota,48.0694,-99.366
Pembina,Pembina,Pembina County,38067,ND,North Dakota,48.7675,-97.5518
Powell,Powell,Powell County,30077,MT,Montana,46.8564,-112.9361
Presidio,Presidio,Presidio County,48377,TX,Texas,29.9998,-104.2405
Treutlen,Treutlen,Treutlen County,13283,GA,Georgia,32.4039,-82.5673
Clark,Clark,Clark County,29045,MO,Missouri,40.4103,-91.7384
Huerfano,Huerfano,Huerfano County,8055,CO,Colorado,37.6847,-104.9606
Henderson,Henderson,Henderson County,17071,IL,Illinois,40.8181,-90.9251
Saguache,Saguache,Saguache County,8109,CO,Colorado,38.0806,-106.2815
