county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng
Bell,Bell,Bell County,21013,KY,Kentucky,36.7306,-83.6741
West Baton Rouge,West Baton Rouge,West Baton Rouge Parish,22121,LA,Louisiana,30.4636,-91.3127
Geneva,Geneva,Geneva County,1061,AL,Alabama,31.095,-85.8391
Boone,Boone,Boone County,19015,IA,Iowa,42.0365,-93.9316
Marlboro,Marlboro,Marlboro County,45069,SC,South Carolina,34.602,-79.6786
Upson,Upson,Upson County,13293,GA,Georgia,32.8813,-84.2994
Grayson,Grayson,Grayson County,21085,KY,Kentucky,37.4608,-86.3439
Harlan,Harlan,Harlan County,21095,KY,Kentucky,36.8569,-83.218
Wasco,Wasco,Wasco County,41065,OR,Oregon,45.16,-121.1678
Perry,Perry,Perry County,21193,KY,Kentucky,37.2443,-83.2215
Montezuma,Montezuma,Montezuma County,8083,CO,Colorado,37.3386,-108.5966
Clay,Clay,Clay County,18021,IN,Indiana,39.3928,-87.1158
Elbert,Elbert,Elbert County,8039,CO,Colorado,39.2865,-104.1359
Barton,Barton,Barton County,20009,KS,Kansas,38.479,-98.7565
Charlevoix,Charlevoix,Charlevoix County,26029,MI,Michigan,45.3014,-85.1259
Cherokee,Cherokee,Cherokee County,1019,AL,Alabama,34.1759,-85.6038
Cass,Cass,Cass County,31025,NE,Nebraska,40.9097,-96.1409
Hart,Hart,Hart County,13147,GA,Georgia,34.3509,-82.9642
Mille Lacs,Mille Lacs,Mille Lacs County,27095,MN,Minnesota,45.938,-93.6301
Stephens,Stephens,Stephens County,13257,GA,Georgia,34.5541,-83.2932
McNairy,McNairy,McNairy County,47109,TN,Tennessee,35.1755,-88.5636
Lawrence,Lawrence,Lawrence County,46081,SD,South Dakota,44.3586,-103.7923
Fannin,Fannin,Fannin County,13111,GA,Georgia,34.8641,-84.3198
Sunflower,Sunflower,Sunflower County,28133,MS,Mississippi,33.6023,-90.5886
Somerset,Somerset,Somerset County,24039,MD,Maryland,38.1158,-75.7518
Lyon,Lyon,Lyon County,27083,MN,Minnesota,44.4135,-95.839
Lauderdale,Lauderdale,Lauderdale County,47097,TN,Tennessee,35.7605,-89.6305
Hardin,Hardin,Hardin County,47071,TN,Tennessee,35.1987,-88.1845
Franklin,Franklin,Franklin County,20059,KS,Kansas,38.5645,-95.286
Taylor,Taylor,Taylor County,21217,KY,Kentucky,37.3664,-85.3278
Allen,Allen,Allen Parish,22003,LA,Louisiana,30.653,-92.828
Benton,Benton,Benton County,19011,IA,Iowa,42.0802,-92.0657
Texas,Texas,Texas County,29215,MO,Missouri,37.3173,-91.965
Posey,Posey,Posey County,18129,IN,Indiana,38.0218,-87.8684
St. Francis,St. Francis,St. Francis County,5123,AR,Arkansas,35.022,-90.7478
Adair,Adair,Adair County,29001,MO,Missouri,40.1906,-92.6007
Cheboygan,Cheboygan,Cheboygan County,26031,MI,Michigan,45.4463,-84.4999
Tattnall,Tattnall,Tattnall County,13267,GA,Georgia,32.0458,-82.0582
Lamoille,Lamoille,Lamoille County,50015,VT,Vermont,44.607,-72.6418
Dickinson,Dickinson,Dickinson County,26043,MI,Michigan,46.0092,-87.8703
Miller,Miller,Miller County,29131,MO,Missouri,38.2145,-92.4284
Audrain,Audrain,Audrain County,29007,MO,Missouri,39.2157,-91.8416
Routt,Routt,Routt County,8107,CO,Colorado,40.4851,-106.9912
Gladwin,Gladwin,Gladwin County,26051,MI,Michigan,43.9907,-84.3883
Salem,Salem,Salem City,51775,VA,Virginia,37.2864,-80.0555
Dawson,Dawson,Dawson County,13085,GA,Georgia,34.4443,-84.1706
Shelby,Shelby,Shelby County,48419,TX,Texas,31.7924,-94.145
Hardeman,Hardeman,Hardeman County,47069,TN,Tennessee,35.2068,-88.9931
Fayette,Fayette,Fayette County,48149,TX,Texas,29.8768,-96.9198
Iosco,Iosco,Iosco County,26069,MI,Michigan,44.3559,-83.6359
Morehouse,Morehouse,Morehouse Parish,22067,LA,Louisiana,32.8202,-91.8018
Prentiss,Prentiss,Prentiss County,28117,MS,Mississippi,34.6183,-88.5201
Plymouth,Plymouth,Plymouth County,19149,IA,Iowa,42.7378,-96.2141
Grant,Grant,Grant County,21081,KY,Kentucky,38.6488,-84.6246
Washington,Washington,Washington County,12133,FL,Florida,30.6106,-85.6653
Brown,Brown,Brown County,27015,MN,Minnesota,44.2421,-94.7276
Cleburne,Cleburne,Cleburne County,5023,AR,Arkansas,35.5382,-92.0267
Bremer,Bremer,Bremer County,19017,IA,Iowa,42.7746,-92.318
Barbour,Barbour,Barbour County,1005,AL,Alabama,31.8696,-85.3932
Hickman,Hickman,Hickman County,47081,TN,Tennessee,35.8033,-87.4733
Teller,Teller,Teller County,8119,CO,Colorado,38.8824,-105.1618
Yates,Yates,Yates County,36123,NY,New York,42.6335,-77.1055
Nicholas,Nicholas,Nicholas County,54067,WV,West Virginia,38.2917,-80.7994
Chattooga,Chattooga,Chattooga County,13055,GA,Georgia,34.475,-85.3453
Washington,Washington,Washington County,29221,MO,Missouri,37.9617,-90.8774
Jackson,Jackson,Jackson County,40065,OK,Oklahoma,34.588,-99.4148
Milam,Milam,Milam County,48331,TX,Texas,30.7863,-96.9768
Marion,Marion,Marion County,28091,MS,Mississippi,31.2308,-89.8224
Randolph,Randolph,Randolph County,29175,MO,Missouri,39.4402,-92.4971
Randolph,Randolph,Randolph County,18135,IN,Indiana,40.1576,-85.0114
Grady,Grady,Grady County,13131,GA,Georgia,30.8747,-84.2344
Staunton,Staunton,Staunton City,51790,VA,Virginia,38.1593,-79.0611
Juniata,Juniata,Juniata County,42067,PA,Pennsylvania,40.5311,-77.4022
Seminole,Seminole,Seminole County,40133,OK,Oklahoma,35.1675,-96.6155
Otsego,Otsego,Otsego County,26137,MI,Michigan,45.0214,-84.599
Churchill,Churchill,Churchill County,32001,NV,Nevada,39.5808,-118.3358
Todd,Todd,Todd County,27153,MN,Minnesota,46.0706,-94.8976
Abbeville,Abbeville,Abbeville County,45001,SC,South Carolina,34.2226,-82.4593
Manistee,Manistee,Manistee County,26101,MI,Michigan,44.333,-86.0568
Rowan,Rowan,Rowan County,21205,KY,Kentucky,38.1963,-83.4211
Lincoln,Lincoln,Lincoln County,21137,KY,Kentucky,37.4554,-84.6608
Butts,Butts,Butts County,13035,GA,Georgia,33.2879,-83.9572
Upshur,Upshur,Upshur County,54097,WV,West Virginia,38.8978,-80.2334
Anson,Anson,Anson County,37007,NC,North Carolina,34.9738,-80.1027
Waushara,Waushara,Waushara County,55137,WI,Wisconsin,44.1131,-89.2429
Aransas,Aransas,Aransas County,48007,TX,Texas,28.1249,-96.9934
Macon,Macon,Macon County,47111,TN,Tennessee,36.532,-86.0073
Pottawatomie,Pottawatomie,Pottawatomie County,20149,KS,Kansas,39.379,-96.3424
White,White,White County,18181,IN,Indiana,40.7498,-86.8655
George,George,George County,28039,MS,Mississippi,30.8626,-88.644
Ohio,Ohio,Ohio County,21183,KY,Kentucky,37.4782,-86.8489
Jerome,Jerome,Jerome County,16053,ID,Idaho,42.6899,-114.264
Jefferson,Jefferson,Jefferson County,41031,OR,Oregon,44.6294,-121.1761
Luna,Luna,Luna County,35029,NM,New Mexico,32.1822,-107.7498
Union,Union,Union County,13291,GA,Georgia,34.8341,-83.9907
Crawford,Crawford,Crawford County,29055,MO,Missouri,37.9764,-91.3039
Sabine,Sabine,Sabine Parish,22085,LA,Louisiana,31.564,-93.5547
Clarke,Clarke,Clarke County,1025,AL,Alabama,31.6767,-87.8308
Roscommon,Roscommon,Roscommon County,26143,MI,Michigan,44.3356,-84.6116
Page,Page,Page County,51139,VA,Virginia,38.6194,-78.4844
Cassia,Cassia,Cassia County,16031,ID,Idaho,42.2839,-113.6001
Mingo,Mingo,Mingo County,54059,WV,West Virginia,37.7265,-82.1347
Scott,Scott,Scott County,18143,IN,Indiana,38.6851,-85.7475
Hertford,Hertford,Hertford County,37091,NC,North Carolina,36.3591,-76.982
Poinsett,Poinsett,Poinsett County,5111,AR,Arkansas,35.574,-90.663
Saline,Saline,Saline County,17165,IL,Illinois,37.7531,-88.5407
Crook,Crook,Crook County,41013,OR,Oregon,44.1422,-120.3566
Lee,Lee,Lee County,51105,VA,Virginia,36.7054,-83.1286
Winston,Winston,Winston County,1133,AL,Alabama,34.1492,-87.3737
Payette,Payette,Payette County,16075,ID,Idaho,44.0067,-116.7608
Dawson,Dawson,Dawson County,31047,NE,Nebraska,40.8699,-99.8196
Iowa,Iowa,Iowa County,55049,WI,Wisconsin,43.0005,-90.1354
Columbia,Columbia,Columbia County,5027,AR,Arkansas,33.2143,-93.2273
Ouachita,Ouachita,Ouachita County,5103,AR,Arkansas,33.5934,-92.8819
Goochland,Goochland,Goochland County,51075,VA,Virginia,37.722,-77.9156
Itawamba,Itawamba,Itawamba County,28057,MS,Mississippi,34.28,-88.3613
Limestone,Limestone,Limestone County,48293,TX,Texas,31.5455,-96.5805
Teton,Teton,Teton County,56039,WY,Wyoming,43.9347,-110.5898
Osceola,Osceola,Osceola County,26133,MI,Michigan,43.9898,-85.3252
Fairfax,Fairfax,Fairfax City,51600,VA,Virginia,38.8531,-77.2997
Plaquemines,Plaquemines,Plaquemines Parish,22075,LA,Louisiana,29.4406,-89.61
Hampshire,Hampshire,Hampshire County,54027,WV,West Virginia,39.3171,-78.6141
Antrim,Antrim,Antrim County,26009,MI,Michigan,44.9991,-85.1403
Hood River,Hood River,Hood River County,41027,OR,Oregon,45.519,-121.6511
Grainger,Grainger,Grainger County,47057,TN,Tennessee,36.2763,-83.5096
Panola,Panola,Panola County,48365,TX,Texas,32.1624,-94.3056
Meeker,Meeker,Meeker County,27093,MN,Minnesota,45.1231,-94.5273
Fayette,Fayette,Fayette County,18041,IN,Indiana,39.6401,-85.1787
Franklin,Franklin,Franklin County,13119,GA,Georgia,34.3754,-83.2291
Starke,Starke,Starke County,18149,IN,Indiana,41.2809,-86.6476
Hockley,Hockley,Hockley County,48219,TX,Texas,33.6077,-102.3432
Meigs,Meigs,Meigs County,39105,OH,Ohio,39.0822,-82.0229
Houston,Houston,Houston County,48225,TX,Texas,31.3177,-95.4227
Saline,Saline,Saline County,29195,MO,Missouri,39.1368,-93.2018
Sumner,Sumner,Sumner County,20191,KS,Kansas,37.2373,-97.4765
Menominee,Menominee,Menominee County,26109,MI,Michigan,45.5801,-87.5566
Ray,Ray,Ray County,29177,MO,Missouri,39.3523,-93.9899
Prince Edward,Prince Edward,Prince Edward County,51147,VA,Virginia,37.2243,-78.4411
Curry,Curry,Curry County,41015,OR,Oregon,42.4576,-124.1568
McDonald,McDonald,McDonald County,29119,MO,Missouri,36.6287,-94.3483
Leake,Leake,Leake County,28079,MS,Mississippi,32.7535,-89.524
Bandera,Bandera,Bandera County,48019,TX,Texas,29.7472,-99.2463
Franklin,Franklin,Franklin County,18047,IN,Indiana,39.4149,-85.0602
Yankton,Yankton,Yankton County,46135,SD,South Dakota,43.009,-97.3948
Randolph,Randolph,Randolph County,1111,AL,Alabama,33.2938,-85.4591
Blaine,Blaine,Blaine County,16013,ID,Idaho,43.412,-113.9802
Rockbridge,Rockbridge,Rockbridge County,51163,VA,Virginia,37.8145,-79.4473
Coahoma,Coahoma,Coahoma County,28027,MS,Mississippi,34.23,-90.6017
Martin,Martin,Martin County,37117,NC,North Carolina,35.8432,-77.1093
Asotin,Asotin,Asotin County,53003,WA,Washington,46.1918,-117.203
Caswell,Caswell,Caswell County,37033,NC,North Carolina,36.3932,-79.3335
Anderson,Anderson,Anderson County,21005,KY,Kentucky,38.0039,-84.991
Burke,Burke,Burke County,13033,GA,Georgia,33.0611,-82.0007
Emanuel,Emanuel,Emanuel County,13107,GA,Georgia,32.5897,-82.3017
Crisp,Crisp,Crisp County,13081,GA,Georgia,31.9229,-83.7681
Hopewell,Hopewell,Hopewell City,51670,VA,Virginia,37.2915,-77.2985
Johnson,Johnson,Johnson County,21115,KY,Kentucky,37.8466,-82.8315
Fairfield,Fairfield,Fairfield County,45039,SC,South Carolina,34.3951,-81.1212
Bibb,Bibb,Bibb County,1007,AL,Alabama,32.9986,-87.1265
Mahaska,Mahaska,Mahaska County,19123,IA,Iowa,41.3352,-92.6409
Clark,Clark,Clark County,5019,AR,Arkansas,34.0509,-93.1764
Grant,Grant,Grant Parish,22043,LA,Louisiana,31.5997,-92.5594
New Kent,New Kent,New Kent County,51127,VA,Virginia,37.5052,-76.9973
Waynesboro,Waynesboro,Waynesboro City,51820,VA,Virginia,38.0674,-78.9014
Logan,Logan,Logan County,8075,CO,Colorado,40.7247,-103.1101
Union,Union,Union Parish,22111,LA,Louisiana,32.8318,-92.3748
Assumption,Assumption,Assumption Parish,22007,LA,Louisiana,29.9024,-91.0608
Nodaway,Nodaway,Nodaway County,29147,MO,Missouri,40.3608,-94.8834
Adair,Adair,Adair County,40001,OK,Oklahoma,35.8839,-94.6587
Overton,Overton,Overton County,47133,TN,Tennessee,36.345,-85.2881
Brooke,Brooke,Brooke County,54009,WV,West Virginia,40.2739,-80.5765
Pacific,Pacific,Pacific County,53049,WA,Washington,46.5557,-123.7041
Washington,Washington,Washington County,19183,IA,Iowa,41.3356,-91.7179
Mitchell,Mitchell,Mitchell County,13205,GA,Georgia,31.2253,-84.1943
Gray,Gray,Gray County,48179,TX,Texas,35.4012,-100.8126
Klickitat,Klickitat,Klickitat County,53039,WA,Washington,45.8738,-120.7891
Scott,Scott,Scott County,47151,TN,Tennessee,36.4285,-84.5035
Tippah,Tippah,Tippah County,28139,MS,Mississippi,34.7684,-88.9089
Letcher,Letcher,Letcher County,21133,KY,Kentucky,37.1212,-82.8553
Vilas,Vilas,Vilas County,55125,WI,Wisconsin,46.0529,-89.5148
Wyandot,Wyandot,Wyandot County,39175,OH,Ohio,40.8424,-83.3044
Putnam,Putnam,Putnam County,13237,GA,Georgia,33.3218,-83.3728
Seward,Seward,Seward County,20175,KS,Kansas,37.1933,-100.8513
Boone,Boone,Boone County,54005,WV,West Virginia,38.023,-81.7112
Pointe Coupee,Pointe Coupee,Pointe Coupee Parish,22077,LA,Louisiana,30.7095,-91.6008
Beckham,Beckham,Beckham County,40009,OK,Oklahoma,35.2687,-99.682
Henry,Henry,Henry County,29083,MO,Missouri,38.3852,-93.7927
Jersey,Jersey,Jersey County,17083,IL,Illinois,39.0855,-90.3565
Scott,Scott,Scott County,51169,VA,Virginia,36.7143,-82.6029
Taylor,Taylor,Taylor County,12123,FL,Florida,30.047,-83.6035
Hempstead,Hempstead,Hempstead County,5057,AR,Arkansas,33.7354,-93.6684
Mercer,Mercer,Mercer County,21167,KY,Kentucky,37.811,-84.8744
Nobles,Nobles,Nobles County,27105,MN,Minnesota,43.6742,-95.7534
Leelanau,Leelanau,Leelanau County,26089,MI,Michigan,44.9385,-85.812
Shelby,Shelby,Shelby County,17173,IL,Illinois,39.3912,-88.8055
Logan,Logan,Logan County,5083,AR,Arkansas,35.2149,-93.7166
Madison,Madison,Madison County,37115,NC,North Carolina,35.858,-82.7058
Wabasha,Wabasha,Wabasha County,27157,MN,Minnesota,44.2843,-92.2303
Gage,Gage,Gage County,31067,NE,Nebraska,40.2619,-96.6894
Morgan,Morgan,Morgan County,47129,TN,Tennessee,36.135,-84.6492
Tyler,Tyler,Tyler County,48457,TX,Texas,30.7712,-94.3766
Colusa,Colusa,Colusa County,6011,CA,California,39.1775,-122.237
Sevier,Sevier,Sevier County,49041,UT,Utah,38.7478,-111.8045
Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5067,-96.602
Llano,Llano,Llano County,48299,TX,Texas,30.7057,-98.6841
Jo Daviess,Jo Daviess,Jo Daviess County,17085,IL,Illinois,42.3658,-90.2126
Yell,Yell,Yell County,5149,AR,Arkansas,35.0025,-93.4111
Willacy,Willacy,Willacy County,48489,TX,Texas,26.4693,-97.6622
Fayette,Fayette,Fayette County,17051,IL,Illinois,39.0002,-89.0241
McDuffie,McDuffie,McDuffie County,13189,GA,Georgia,33.4828,-82.4814
Buchanan,Buchanan,Buchanan County,51027,VA,Virginia,37.2666,-82.036
Colorado,Colorado,Colorado County,48089,TX,Texas,29.6208,-96.5263
Saunders,Saunders,Saunders County,31155,NE,Nebraska,41.2264,-96.6374
Hubbard,Hubbard,Hubbard County,27057,MN,Minnesota,47.1086,-94.9167
Newton,Newton,Newton County,28101,MS,Mississippi,32.4002,-89.1188
Barnwell,Barnwell,Barnwell County,45011,SC,South Carolina,33.2661,-81.435
Moore,Moore,Moore County,48341,TX,Texas,35.8377,-101.8929
Lampasas,Lampasas,Lampasas County,48281,TX,Texas,31.1962,-98.2414
St. James,St. James,St. James Parish,22093,LA,Louisiana,30.027,-90.7931
Buchanan,Buchanan,Buchanan County,19019,IA,Iowa,42.4708,-91.8379
Hutchinson,Hutchinson,Hutchinson County,48233,TX,Texas,35.84,-101.3547
Perry,Perry,Perry County,17145,IL,Illinois,38.0837,-89.367
Meriwether,Meriwether,Meriwether County,13199,GA,Georgia,33.0406,-84.6883
Gaines,Gaines,Gaines County,48165,TX,Texas,32.7407,-102.6352
Allen,Allen,Allen County,21003,KY,Kentucky,36.7512,-86.1904
La Paz,La Paz,La Paz County,4012,AZ,Arizona,33.7294,-113.9815
Fillmore,Fillmore,Fillmore County,27045,MN,Minnesota,43.674,-92.0902
Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5708,-87.3654
Greene,Greene,Greene County,37079,NC,North Carolina,35.485,-77.6758
Grenada,Grenada,Grenada County,28043,MS,Mississippi,33.77,-89.8021
Conway,Conway,Conway County,5029,AR,Arkansas,35.2624,-92.7015
Ogemaw,Ogemaw,Ogemaw County,26129,MI,Michigan,44.3349,-84.1264
Wyoming,Wyoming,Wyoming County,54109,WV,West Virginia,37.6096,-81.5492
Stutsman,Stutsman,Stutsman County,38093,ND,North Dakota,46.9793,-98.9588
Owen,Owen,Owen County,18119,IN,Indiana,39.3128,-86.8377
Gonzales,Gonzales,Gonzales County,48177,TX,Texas,29.4567,-97.4925
Minidoka,Minidoka,Minidoka County,16067,ID,Idaho,42.8543,-113.6375
Dodge,Dodge,Dodge County,27039,MN,Minnesota,44.0226,-92.862
Dodge,Dodge,Dodge County,13091,GA,Georgia,32.1722,-83.1684
Jay,Jay,Jay County,18075,IN,Indiana,40.4379,-85.0057
Polk,Polk,Polk County,37149,NC,North Carolina,35.2793,-82.1697
Sullivan,Sullivan,Sullivan County,18153,IN,Indiana,39.0888,-87.4147
Texas,Texas,Texas County,40139,OK,Oklahoma,36.7479,-101.4901
Lincoln,Lincoln,Lincoln County,54043,WV,West Virginia,38.1754,-82.0704
Jones,Jones,Jones County,19105,IA,Iowa,42.1212,-91.1315
Vernon,Vernon,Vernon County,29217,MO,Missouri,37.8506,-94.3424
Jackson,Jackson,Jackson County,55053,WI,Wisconsin,44.3192,-90.8052
Washington,Washington,Washington County,31177,NE,Nebraska,41.5311,-96.222
Clinton,Clinton,Clinton County,29049,MO,Missouri,39.6018,-94.4046
Wayne,Wayne,Wayne County,21231,KY,Kentucky,36.8013,-84.8286
Morgan,Morgan,Morgan County,29141,MO,Missouri,38.4237,-92.886
Carbon,Carbon,Carbon County,49007,UT,Utah,39.6481,-110.5888
Kewaunee,Kewaunee,Kewaunee County,55061,WI,Wisconsin,44.5161,-87.6153
Uinta,Uinta,Uinta County,56041,WY,Wyoming,41.2876,-110.5476
Spencer,Spencer,Spencer County,18147,IN,Indiana,38.014,-87.0077
Woodward,Woodward,Woodward County,40153,OK,Oklahoma,36.4227,-99.2651
Worth,Worth,Worth County,13321,GA,Georgia,31.5515,-83.8509
Wayne,Wayne,Wayne County,28153,MS,Mississippi,31.6408,-88.6958
Taylor,Taylor,Taylor County,55119,WI,Wisconsin,45.2116,-90.5012
Washington,Washington,Washington County,13303,GA,Georgia,32.9695,-82.7959
Saluda,Saluda,Saluda County,45081,SC,South Carolina,34.0061,-81.7268
Breckinridge,Breckinridge,Breckinridge County,21027,KY,Kentucky,37.7732,-86.4293
Richland,Richland,Richland Parish,22083,LA,Louisiana,32.4178,-91.7635
DeWitt,DeWitt,DeWitt County,48123,TX,Texas,29.0821,-97.3568
Adams,Adams,Adams County,55001,WI,Wisconsin,43.9695,-89.7704
Carroll,Carroll,Carroll County,19027,IA,Iowa,42.0362,-94.8605
Carroll,Carroll,Carroll County,18015,IN,Indiana,40.5828,-86.5635
Dakota,Dakota,Dakota County,31043,NE,Nebraska,42.3911,-96.5646
Clay,Clay,Clay County,21051,KY,Kentucky,37.1597,-83.7147
Franklin,Franklin,Franklin Parish,22041,LA,Louisiana,32.1333,-91.6738
DeKalb,DeKalb,DeKalb County,47041,TN,Tennessee,35.9799,-85.8328
Winneshiek,Winneshiek,Winneshiek County,19191,IA,Iowa,43.2907,-91.8437
Lavaca,Lavaca,Lavaca County,48285,TX,Texas,29.3843,-96.9302
Fulton,Fulton,Fulton County,18049,IN,Indiana,41.047,-86.2636
Pickens,Pickens,Pickens County,1107,AL,Alabama,33.2809,-88.0887
Cherokee,Cherokee,Cherokee County,20021,KS,Kansas,37.1693,-94.8463
Frio,Frio,Frio County,48163,TX,Texas,28.8678,-99.1082
Ashley,Ashley,Ashley County,5003,AR,Arkansas,33.1912,-91.7685
Polk,Polk,Polk County,5113,AR,Arkansas,34.4858,-94.2282
Bourbon,Bourbon,Bourbon County,21017,KY,Kentucky,38.2067,-84.2171
Chaffee,Chaffee,Chaffee County,8015,CO,Colorado,38.747,-106.1941
Duchesne,Duchesne,Duchesne County,49013,UT,Utah,40.2982,-110.4252
Buena Vista,Buena Vista,Buena Vista County,19021,IA,Iowa,42.7355,-95.1511
Labette,Labette,Labette County,20099,KS,Kansas,37.1913,-95.2976
Smith,Smith,Smith County,47159,TN,Tennessee,36.2505,-85.9567
Davison,Davison,Davison County,46035,SD,South Dakota,43.6747,-98.146
Henry,Henry,Henry County,19087,IA,Iowa,40.988,-91.5445
Jones,Jones,Jones County,48253,TX,Texas,32.7399,-99.8787
Lincoln,Lincoln,Lincoln County,30053,MT,Montana,48.5425,-115.4051
Warren,Warren,Warren County,37185,NC,North Carolina,36.3965,-78.1067
Freestone,Freestone,Freestone County,48161,TX,Texas,31.7049,-96.1491
Martin,Martin,Martin County,27091,MN,Minnesota,43.6744,-94.5511
Greene,Greene,Greene County,51079,VA,Virginia,38.2976,-78.4669
Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803
Adams,Adams,Adams County,53001,WA,Washington,46.9833,-118.5606
Union,Union,Union County,47173,TN,Tennessee,36.2879,-83.8375
McIntosh,McIntosh,McIntosh County,40091,OK,Oklahoma,35.3736,-95.6668
Northampton,Northampton,Northampton County,37131,NC,North Carolina,36.4178,-77.3969
Montague,Montague,Montague County,48337,TX,Texas,33.6757,-97.7246
Lincoln,Lincoln,Lincoln County,35027,NM,New Mexico,33.7453,-105.4593
Lincoln,Lincoln,Lincoln County,56023,WY,Wyoming,42.2639,-110.656
Fayette,Fayette,Fayette County,19065,IA,Iowa,42.8626,-91.8443
Orange,Orange,Orange County,18117,IN,Indiana,38.5418,-86.4951
Douglas,Douglas,Douglas County,17041,IL,Illinois,39.7695,-88.2173
Concordia,Concordia,Concordia Parish,22029,LA,Louisiana,31.4459,-91.6401
Holmes,Holmes,Holmes County,12059,FL,Florida,30.8679,-85.8141
Clay,Clay,Clay County,28025,MS,Mississippi,33.6557,-88.7816
Kent,Kent,Kent County,24029,MD,Maryland,39.2545,-76.0399
Tishomingo,Tishomingo,Tishomingo County,28141,MS,Mississippi,34.7404,-88.2393
Adair,Adair,Adair County,21001,KY,Kentucky,37.1041,-85.2807
Jackson,Jackson,Jackson County,19097,IA,Iowa,42.1717,-90.5742
Pierce,Pierce,Pierce County,13229,GA,Georgia,31.3588,-82.2128
Benton,Benton,Benton County,29015,MO,Missouri,38.2948,-93.2879
Marion,Marion,Marion County,21155,KY,Kentucky,37.5525,-85.2696
Long,Long,Long County,13183,GA,Georgia,31.7526,-81.7457
East Feliciana,East Feliciana,East Feliciana Parish,22037,LA,Louisiana,30.8451,-91.0455
Perry,Perry,Perry County,29157,MO,Missouri,37.7072,-89.8244
Hampton,Hampton,Hampton County,45049,SC,South Carolina,32.7763,-81.1407
Berrien,Berrien,Berrien County,13019,GA,Georgia,31.276,-83.2296
Langlade,Langlade,Langlade County,55067,WI,Wisconsin,45.2623,-89.0719
Elbert,Elbert,Elbert County,13105,GA,Georgia,34.1168,-82.8401
Marengo,Marengo,Marengo County,1091,AL,Alabama,32.2476,-87.7896
Perry,Perry,Perry County,18123,IN,Indiana,38.0796,-86.638
Bertie,Bertie,Bertie County,37015,NC,North Carolina,36.0662,-76.9787
Los Alamos,Los Alamos,Los Alamos County,35028,NM,New Mexico,35.8693,-106.3073
Jefferson,Jefferson,Jefferson County,20087,KS,Kansas,39.2358,-95.3834
Spencer,Spencer,Spencer County,21215,KY,Kentucky,38.0325,-85.3279
Brantley,Brantley,Brantley County,13025,GA,Georgia,31.1969,-81.9819
Banks,Banks,Banks County,13011,GA,Georgia,34.3543,-83.4972
Plumas,Plumas,Plumas County,6063,CA,California,40.0047,-120.8386
Lamar,Lamar,Lamar County,13171,GA,Georgia,33.0765,-84.1394
Hart,Hart,Hart County,21099,KY,Kentucky,37.2999,-85.8847
Crawford,Crawford,Crawford County,17033,IL,Illinois,39.0027,-87.7595
Morgan,Morgan,Morgan County,13211,GA,Georgia,33.5908,-83.4924
Covington,Covington,Covington County,28031,MS,Mississippi,31.6332,-89.5526
Green Lake,Green Lake,Green Lake County,55047,WI,Wisconsin,43.8004,-89.0448
Harrison,Harrison,Harrison County,21097,KY,Kentucky,38.4418,-84.3314
Paulding,Paulding,Paulding County,39125,OH,Ohio,41.1166,-84.5802
Roosevelt,Roosevelt,Roosevelt County,35041,NM,New Mexico,34.0212,-103.4801
Houston,Houston,Houston County,27055,MN,Minnesota,43.6714,-91.4929
Waseca,Waseca,Waseca County,27161,MN,Minnesota,44.0221,-93.5873
Deaf Smith,Deaf Smith,Deaf Smith County,48117,TX,Texas,34.966,-102.6049
Dickinson,Dickinson,Dickinson County,20041,KS,Kansas,38.8665,-97.1527
Pike,Pike,Pike County,13231,GA,Georgia,33.0923,-84.3892
Madison,Madison,Madison County,12079,FL,Florida,30.4441,-83.4701
Humphreys,Humphreys,Humphreys County,47085,TN,Tennessee,36.0409,-87.7757
Cedar,Cedar,Cedar County,19031,IA,Iowa,41.7723,-91.1324
Macon,Macon,Macon County,1087,AL,Alabama,32.3859,-85.6927
Appling,Appling,Appling County,13001,GA,Georgia,31.7493,-82.289
Bosque,Bosque,Bosque County,48035,TX,Texas,31.9004,-97.6343
Fentress,Fentress,Fentress County,47049,TN,Tennessee,36.3805,-84.9325
Poweshiek,Poweshiek,Poweshiek County,19157,IA,Iowa,41.6864,-92.5315
Park,Park,Park County,8093,CO,Colorado,39.1194,-105.7172
Beadle,Beadle,Beadle County,46005,SD,South Dakota,44.4145,-98.2781
Simpson,Simpson,Simpson County,21213,KY,Kentucky,36.7419,-86.5823
Attala,Attala,Attala County,28007,MS,Mississippi,33.0863,-89.5815
Eastland,Eastland,Eastland County,48133,TX,Texas,32.3271,-98.8323
Otero,Otero,Otero County,8089,CO,Colorado,37.9026,-103.7164
Stone,Stone,Stone County,28131,MS,Mississippi,30.79,-89.1177
Drew,Drew,Drew County,5043,AR,Arkansas,33.5894,-91.72
Bethel,Bethel,Bethel Census Area,2050,AK,Alaska,60.9131,-159.8186
Wright,Wright,Wright County,29229,MO,Missouri,37.2702,-92.4687
Gilchrist,Gilchrist,Gilchrist County,12041,FL,Florida,29.7258,-82.8004
Burleson,Burleson,Burleson County,48051,TX,Texas,30.4925,-96.6215
Grant,Grant,Grant County,5053,AR,Arkansas,34.29,-92.4236
Andrews,Andrews,Andrews County,48003,TX,Texas,32.305,-102.6378
